Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,5279.57755
FDR21,OUT045,2788.798488
NCW29,OUT035,2248.024831
FDO11,OUT013,4017.13629
NCM31,OUT049,2323.310057
FDV35,OUT019,508.002029
FDF58,OUT017,1142.393235
NCE43,OUT049,2726.691833
FDA02,OUT035,2433.46024
DRL37,OUT010,1091.310171
FDR24,OUT018,1276.502146
FDW59,OUT049,1492.842007
FDS22,OUT049,916.6406788
FDW24,OUT017,952.0086312
FDU24,OUT035,1702.039031
FDA21,OUT027,4422.478859
FDH58,OUT027,3351.243755
FDW36,OUT018,1436.743077
FDI45,OUT027,4235.947562
FDU01,OUT018,2750.136523
FDF35,OUT027,3217.104479
FDU43,OUT019,1856.315063
FDE24,OUT019,356.7354425
FDK50,OUT049,2693.166055
FDG31,OUT045,983.0293727
FDC60,OUT045,1446.1777
FDL36,OUT013,1495.817734
FDP21,OUT013,3054.263271
FDW16,OUT045,1435.576281
FDX02,OUT017,3561.556846
FDQ58,OUT027,3934.009185
FDT51,OUT046,1826.024354
FDD59,OUT049,1456.562674
NCM42,OUT018,1478.395847
FDA57,OUT018,460.9186678
FDZ48,OUT035,2021.881501
FDE46,OUT045,2424.190604
NCZ30,OUT019,5.717550282
FDB56,OUT017,3104.657968
FDA25,OUT027,3171.459601
FDD20,OUT013,2074.809145
FDL25,OUT013,1484.565604
NCO18,OUT049,2887.932178
FDJ45,OUT017,979.3854917
FDR12,OUT035,2927.551826
NCF19,OUT010,1110.812603
FDK25,OUT046,2638.428272
NCR17,OUT046,1846.668387
FDC52,OUT046,2432.879535
NCA54,OUT017,2945.208155
FDR45,OUT010,1882.536771
NCM19,OUT049,1918.137764
FDF39,OUT027,5572.197865
FDX23,OUT049,1683.580202
FDD58,OUT027,3073.688273
FDX28,OUT013,1736.662826
NCD31,OUT013,2588.170309
FDU57,OUT018,2153.51659
FDI27,OUT046,774.1033094
NCM42,OUT046,1755.481576
FDD32,OUT027,2847.842562
FDI34,OUT013,3635.967805
NCM29,OUT049,2125.261209
FDG46,OUT018,1597.491648
DRC01,OUT010,974.0373805
FDB15,OUT027,5482.950024
NCA17,OUT027,3820.951604
FDF10,OUT046,2383.222306
FDR26,OUT027,4225.913856
FDI02,OUT049,1905.857479
NCM54,OUT010,121.5603673
FDF14,OUT013,2431.275764
FDJ33,OUT010,40.68465172
FDM20,OUT035,4057.81803
FDC03,OUT027,4503.792179
NCX05,OUT046,1857.959339
NCM41,OUT027,2927.167364
NCU29,OUT010,432.8387166
FDQ59,OUT017,1504.864449
FDH46,OUT010,225.9543501
FDH09,OUT013,1155.066259
NCD06,OUT045,716.3968728
FDC15,OUT035,2518.516017
DRD37,OUT027,2298.545394
FDT28,OUT027,3756.829988
FDR28,OUT027,4053.336592
FDT38,OUT017,1431.32507
FDV34,OUT027,2748.855603
FDY52,OUT035,1179.644095
FDB34,OUT013,1407.68398
DRL23,OUT018,1444.019466
DRB24,OUT046,2548.648767
FDJ50,OUT046,955.7238194
FDQ49,OUT035,2650.611331
FDP20,OUT035,2199.209121
FDV19,OUT027,4051.076321
NCR54,OUT045,3030.908091
FDO09,OUT010,2171.606699
FDS57,OUT018,2009.253836
FDN10,OUT049,1987.969018
FDV23,OUT049,2107.268358
FDY28,OUT049,3402.565178
DRG51,OUT013,2546.77549
FDD45,OUT019,443.6625591
NCL18,OUT027,4427.73026
NCM29,OUT013,2085.041751
FDF17,OUT027,4519.957404
FDE22,OUT017,2664.689097
FDQ22,OUT017,764.4312402
FDS01,OUT013,2880.364065
FDW35,OUT027,2205.353939
FDJ33,OUT046,2039.301166
NCF54,OUT035,2871.870756
FDE09,OUT013,1822.339701
NCE06,OUT045,2478.118445
DRH49,OUT049,1487.171942
FDY43,OUT045,2675.724407
NCT05,OUT017,4068.759759
FDZ34,OUT045,3028.981632
FDL38,OUT017,1507.218029
FDZ31,OUT017,3124.565207
FDR14,OUT035,976.7235049
NCN54,OUT049,1383.510902
NCC42,OUT027,3658.596215
FDK08,OUT017,1780.643573
FDP59,OUT013,1788.80861
FDV22,OUT035,2718.919845
FDD33,OUT035,3851.107933
DRE60,OUT027,5035.86236
FDK52,OUT046,3558.302773
FDA02,OUT017,2334.860412
FDM56,OUT049,1879.50152
FDE57,OUT035,2421.916696
FDM32,OUT045,1464.0668
NCQ30,OUT027,3393.772889
FDQ27,OUT027,3164.250465
FDT60,OUT027,3468.81654
FDU43,OUT049,3934.987154
NCO55,OUT035,1866.085026
FDG02,OUT045,3003.306605
FDJ28,OUT013,3000.085064
FDP40,OUT045,1749.608105
FDJ38,OUT045,3014.875559
NCC54,OUT017,3841.665771
NCZ41,OUT046,2015.398184
FDK38,OUT019,482.8858562
FDU52,OUT013,2426.247984
FDC40,OUT046,1247.015821
NCR30,OUT017,1287.2347
NCN18,OUT017,1821.030842
FDB50,OUT035,1407.979134
FDG04,OUT013,3150.50519
FDR26,OUT035,2921.285595
NCT17,OUT018,2692.545097
FDX35,OUT027,5076.928435
FDS12,OUT046,2032.937746
NCZ29,OUT027,3432.469511
FDB38,OUT010,720.0558213
FDP12,OUT013,715.265481
FDP22,OUT046,863.23694
FDS26,OUT018,3765.154548
FDR52,OUT046,3042.37889
DRJ13,OUT046,2640.496671
FDU48,OUT027,3569.316577
FDE29,OUT035,1082.856104
NCT29,OUT049,2008.753816
DRK37,OUT018,2769.838544
FDK55,OUT046,1441.882571
FDR07,OUT046,1617.409763
FDO21,OUT027,5053.218045
FDK46,OUT049,4189.755863
FDB12,OUT045,1618.770058
FDT31,OUT027,4673.450717
FDJ33,OUT045,1973.537221
FDC26,OUT027,3195.883135
NCQ02,OUT045,2939.665051
FDP08,OUT010,1167.53834
FDB11,OUT027,5060.628877
FDV55,OUT013,2376.547505
FDW20,OUT049,2094.53023
NCJ18,OUT019,116.1816841
FDC41,OUT018,911.2015435
FDE14,OUT027,3141.013649
FDG35,OUT013,2906.811265
FDF45,OUT035,1208.501025
FDS19,OUT027,2779.172351
FDS58,OUT019,661.2197319
FDA26,OUT017,3506.11119
FDM32,OUT049,1576.969442
FDL45,OUT046,2077.10122
FDZ55,OUT049,2663.192722
FDY37,OUT049,2403.621496
FDO46,OUT046,3102.376622
FDQ60,OUT046,1969.182902
FDA19,OUT018,1844.13327
FDL15,OUT046,2457.671366
FDM10,OUT018,3102.422415
NCL05,OUT017,800.5694776
DRK49,OUT010,1116.713205
NCE18,OUT027,5397.514463
FDG40,OUT049,663.6549023
DRI59,OUT045,3439.339369
FDK28,OUT035,4101.08593
NCD06,OUT019,1205.815695
FDO11,OUT019,2081.831595
FDK27,OUT046,1931.675862
FDT43,OUT027,2351.377954
FDD38,OUT018,1453.651294
FDA16,OUT049,3515.436666
FDL14,OUT027,3951.371336
NCM17,OUT049,799.1053844
FDD20,OUT045,1997.299646
FDA40,OUT045,1420.332771
FDL43,OUT045,1212.014912
FDV15,OUT045,1537.748614
FDE52,OUT046,1461.440447
NCL17,OUT010,334.9598288
NCJ31,OUT045,3674.333317
FDR60,OUT045,1238.315501
NCA18,OUT035,1993.905975
FDS21,OUT027,2559.665626
FDW09,OUT035,1498.373028
FDL26,OUT035,2657.978267
FDS47,OUT018,1189.898457
FDC39,OUT046,3166.500617
FDT51,OUT035,1962.833892
FDK40,OUT035,4259.042934
NCG19,OUT045,3613.887266
FDZ07,OUT046,1105.645472
FDF08,OUT027,2954.06077
FDO04,OUT013,916.4274294
FDK41,OUT018,1023.893413
FDP15,OUT049,4055.719968
NCD43,OUT018,1420.022861
NCP18,OUT013,2371.07052
FDZ51,OUT046,1562.174181
DRH13,OUT035,1971.320178
FDF38,OUT045,708.067969
NCI43,OUT045,799.5081581
FDM38,OUT027,2328.391144
FDS03,OUT013,1031.09743
DRJ47,OUT017,2788.978711
FDT50,OUT010,419.5258436
FDV02,OUT046,2703.378683
NCG18,OUT017,1938.813815
FDW52,OUT046,2641.724
FDS40,OUT035,775.0354692
FDN31,OUT017,3305.323991
FDA37,OUT045,1967.57183
FDA15,OUT046,3908.240759
FDL39,OUT046,2862.898454
FDJ53,OUT045,1867.997505
FDX22,OUT013,3378.416354
NCZ42,OUT045,3684.343296
FDD56,OUT027,4280.520927
FDD40,OUT017,3135.282358
FDS50,OUT013,3427.338554
NCN14,OUT013,2965.542129
FDT15,OUT013,2908.834406
NCS18,OUT027,3180.257603
NCO26,OUT010,114.3980115
FDF58,OUT018,793.9117188
NCB19,OUT013,1373.239366
FDH26,OUT017,2388.10376
DRB24,OUT027,3955.283122
FDA49,OUT018,1156.557235
FDB32,OUT045,1567.472258
FDI36,OUT017,3271.254394
NCA17,OUT010,454.9055224
FDH22,OUT013,1978.073233
NCM26,OUT018,2215.149083
FDT15,OUT027,4352.793316
FDB16,OUT018,1091.075716
NCP54,OUT027,3420.586748
FDJ36,OUT013,1684.214391
FDO28,OUT045,1826.281195
FDU09,OUT013,950.6424564
FDF29,OUT017,2093.367457
FDY08,OUT013,2251.636464
DRJ59,OUT018,377.4458817
FDT23,OUT027,2807.173678
FDU15,OUT018,405.3328883
FDT47,OUT013,1647.319006
FDI53,OUT019,685.0302945
FDR59,OUT018,3916.990747
FDD53,OUT035,829.5717897
FDY51,OUT017,3497.835023
FDT04,OUT049,691.1660871
FDU51,OUT049,2873.289218
FDG14,OUT035,2609.7848
NCU06,OUT045,3573.153977
DRG25,OUT046,3040.7115
DRH49,OUT035,1602.968204
FDN15,OUT035,2337.620451
FDL43,OUT018,963.6640527
NCT18,OUT049,2956.402849
NCB31,OUT013,4047.246577
FDK57,OUT035,2067.575286
FDY04,OUT019,650.3565107
NCP54,OUT046,1972.635052
FDF41,OUT013,3772.92106
FDM01,OUT045,1655.316709
FDW03,OUT045,1645.853773
FDF28,OUT045,1931.724137
FDY37,OUT017,2404.69973
FDQ03,OUT017,3800.007917
FDP51,OUT027,3357.330257
FDJ40,OUT017,1861.569188
FDC32,OUT049,1621.80075
DRI49,OUT027,2779.021288
NCW54,OUT017,964.4181591
FDF09,OUT017,785.3155683
FDP45,OUT018,3730.312608
DRJ23,OUT018,2688.060502
FDS59,OUT017,1943.265334
FDY08,OUT046,2246.749659
FDX16,OUT049,2585.990247
FDY16,OUT018,2637.040151
FDK32,OUT035,2682.857861
FDQ22,OUT013,691.0984088
NCC31,OUT018,2207.399855
FDG58,OUT049,2556.536283
DRF48,OUT013,3046.378333
DRH36,OUT049,1364.816243
NCR30,OUT035,1382.054626
FDB03,OUT019,1752.370413
FDZ28,OUT027,3463.993767
FDR35,OUT017,3268.03341
DRD15,OUT027,5020.521061
FDJ33,OUT019,66.50396163
FDA56,OUT010,51.67007889
FDP56,OUT046,874.9657032
NCT30,OUT046,810.7901718
FDK15,OUT017,1645.288989
FDH44,OUT018,2171.960961
FDV01,OUT013,2500.149603
DRG03,OUT017,2444.475895
FDG50,OUT027,2940.433557
FDR16,OUT010,1415.446327
FDZ60,OUT046,1771.913505
DRG03,OUT045,2352.122652
FDS56,OUT018,3940.411079
FDU33,OUT045,730.3721646
DRD27,OUT035,1723.522816
FDW22,OUT046,3605.807821
DRA24,OUT045,2652.702945
FDF38,OUT049,816.3505423
FDX48,OUT013,2533.641879
FDS58,OUT018,2343.619495
FDC32,OUT046,1554.628588
NCQ29,OUT045,4018.13129
DRK39,OUT018,1041.077202
NCS38,OUT017,1875.502746
DRO47,OUT013,1759.614976
DRG27,OUT027,2094.746619
FDC57,OUT027,4539.658766
FDS55,OUT046,2378.718763
NCJ06,OUT018,1658.522489
FDO01,OUT019,184.0557044
NCM55,OUT045,2901.874542
FDC52,OUT049,2498.579921
FDQ15,OUT045,1229.308824
NCT30,OUT027,2229.504475
NCR42,OUT027,2015.872818
FDD28,OUT035,1113.093442
FDQ34,OUT049,1732.654644
FDZ12,OUT027,3731.408263
DRE13,OUT019,455.1039087
NCN07,OUT019,211.1723188
FDM28,OUT035,2990.072916
FDI10,OUT017,2824.57848
FDQ25,OUT013,2758.353256
FDA38,OUT010,1838.411042
DRI13,OUT049,3575.792939
FDY20,OUT027,2967.051707
NCZ53,OUT035,3104.219114
NCM31,OUT013,2284.081736
DRB01,OUT017,3105.588522
DRF37,OUT046,4188.980141
NCF42,OUT049,2825.105151
FDF16,OUT018,2015.998979
FDB41,OUT013,799.9867278
FDR34,OUT013,3652.199882
FDR15,OUT018,2212.557091
NCV42,OUT019,137.1839457
FDW51,OUT035,3469.75662
FDU36,OUT017,1679.183228
FDX60,OUT049,1428.924569
FDY03,OUT035,1967.128189
FDW55,OUT045,3938.525527
FDT01,OUT010,1322.280663
FDG58,OUT013,2491.126555
FDK21,OUT017,4028.432928
NCS41,OUT019,925.2261153
FDS10,OUT045,2866.741786
NCT53,OUT046,2613.903542
FDJ28,OUT018,2727.428514
FDX44,OUT045,1421.540968
FDT20,OUT018,440.5923186
FDO44,OUT017,2049.756953
NCX17,OUT049,3738.829136
FDY01,OUT017,1935.797408
FDJ12,OUT027,4819.980715
DRK35,OUT018,525.9393651
FDD47,OUT019,744.9460988
NCM53,OUT035,1854.306776
FDO45,OUT013,1480.942073
NCM42,OUT010,187.1225163
FDE04,OUT046,2898.26836
NCI30,OUT027,5324.994756
FDZ19,OUT013,2781.977957
FDW57,OUT013,2825.484531
FDA25,OUT013,1731.97855
FDT22,OUT046,965.6457674
FDP51,OUT013,1898.417812
FDD48,OUT027,3356.440333
FDY39,OUT035,3040.600818
FDO48,OUT010,1664.266487
FDD23,OUT027,4414.437132
DRN35,OUT027,2069.020452
FDT01,OUT035,3511.517514
FDC20,OUT010,969.7161637
DRJ35,OUT035,1355.422755
FDB32,OUT046,1605.443859
FDL24,OUT046,2841.470807
NCV42,OUT035,1923.156984
FDZ46,OUT046,1786.214166
FDC15,OUT013,2369.635603
FDD08,OUT019,1257.971573
FDY50,OUT049,1489.743002
FDD36,OUT013,1964.361276
FDG57,OUT027,2304.315041
FDL21,OUT018,509.6924735
FDN16,OUT027,3086.256955
FDJ09,OUT027,2210.936439
FDS01,OUT010,966.2934632
FDV33,OUT017,4217.095234
DRE12,OUT017,1954.47727
FDR07,OUT013,1614.556469
FDP48,OUT010,1054.993229
NCB55,OUT035,1059.598584
FDQ08,OUT013,1086.572464
FDR34,OUT035,3856.58768
FDO33,OUT046,1831.916197
FDP13,OUT045,625.2701755
FDX12,OUT049,3997.66228
NCT06,OUT049,2721.301081
FDR16,OUT019,1469.098828
FDE36,OUT046,2642.126645
FDZ36,OUT049,3055.827175
FDV13,OUT045,1451.678407
NCZ17,OUT035,754.9550286
FDU56,OUT045,2907.499325
FDM09,OUT035,2890.278799
FDV02,OUT017,2746.943029
FDS34,OUT018,1529.804845
FDA11,OUT049,1660.087655
FDP09,OUT017,3451.214592
FDB29,OUT027,3282.541221
FDT19,OUT017,2901.781822
DRH15,OUT017,746.3862968
FDY38,OUT046,3646.021606
FDF14,OUT027,3891.601442
FDN48,OUT010,379.6767959
FDQ12,OUT013,3675.679771
NCJ43,OUT045,2688.429271
FDE17,OUT019,477.1059078
FDB05,OUT035,4007.961582
FDH10,OUT045,3033.294816
NCR06,OUT017,790.2713198
FDU32,OUT018,1725.004446
FDD56,OUT049,2879.36712
FDO36,OUT018,2632.389214
FDH16,OUT010,465.012384
FDX10,OUT018,360.1757184
FDZ37,OUT017,1564.895067
FDU31,OUT010,1602.425206
DRC49,OUT049,2364.461131
FDL15,OUT045,2364.220187
FDN32,OUT019,1084.627366
DRH59,OUT027,2647.557582
NCU29,OUT049,2418.008482
FDR37,OUT019,1035.550497
FDS14,OUT018,2164.409424
FDU02,OUT027,4944.652659
FDJ08,OUT035,3208.78809
NCZ06,OUT045,3918.252228
FDO31,OUT049,1485.051682
FDH31,OUT018,1382.242264
FDS58,OUT017,2672.066181
NCA53,OUT027,2277.112854
FDF50,OUT046,3179.597824
NCW42,OUT049,3579.717859
NCQ17,OUT045,2383.677684
FDK51,OUT018,3852.343657
NCW41,OUT010,596.6132933
NCR29,OUT017,972.3072208
FDB08,OUT019,639.6131983
FDA40,OUT027,2820.333722
FDL14,OUT018,2286.824744
FDB47,OUT046,3300.024842
FDO03,OUT035,3753.803864
DRK13,OUT019,1189.392861
FDX13,OUT010,1999.114615
FDF52,OUT046,2875.979081
FDT11,OUT013,3057.602124
FDB08,OUT013,2603.37164
FDQ28,OUT018,2229.099322
FDD29,OUT045,3908.53891
NCQ29,OUT027,5509.925742
NCO02,OUT013,1083.232087
FDR56,OUT010,1208.334293
NCM54,OUT049,2082.705822
FDP51,OUT035,2016.517937
FDT38,OUT013,1335.596121
FDZ20,OUT018,3761.641659
FDJ53,OUT013,1893.917558
FDX13,OUT049,4011.603869
FDP58,OUT035,3602.560735
NCK31,OUT019,1031.682041
FDA35,OUT018,1769.634403
FDV37,OUT018,2899.995006
NCO07,OUT027,4845.94551
FDA20,OUT045,2942.88414
FDZ59,OUT035,2855.339445
NCY17,OUT017,776.8880601
FDQ28,OUT035,2584.282279
FDV35,OUT017,2548.605311
FDQ36,OUT013,627.07073
FDD34,OUT018,2350.492024
FDK51,OUT045,4095.522032
FDV31,OUT035,2915.080277
FDR04,OUT035,1683.330086
FDR14,OUT049,899.3121317
DRC36,OUT010,942.8292602
FDE39,OUT019,46.53024942
FDP57,OUT049,1791.745571
FDE57,OUT046,2318.077685
NCN18,OUT046,1763.778866
NCQ05,OUT018,2112.388534
FDW47,OUT035,2096.667352
FDV46,OUT035,2397.926752
NCP29,OUT045,945.6905829
FDE09,OUT018,1558.92655
NCU06,OUT027,5039.52903
FDT19,OUT010,821.1325696
DRF15,OUT017,2459.154073
DRI51,OUT013,2658.662182
NCX54,OUT013,1670.826458
DRE01,OUT013,3803.798737
NCB07,OUT045,3026.884715
FDU50,OUT035,1942.832847
FDG40,OUT035,731.709641
FDW10,OUT018,2532.709257
FDX51,OUT013,3082.766477
NCP17,OUT045,1004.862844
FDP21,OUT035,3117.649455
FDL04,OUT045,1600.560055
FDV23,OUT013,1991.045435
FDF24,OUT046,1429.607537
FDH56,OUT027,3339.289081
FDB51,OUT049,1052.877359
FDI58,OUT027,3026.840403
FDR20,OUT013,892.0336121
FDC51,OUT018,1694.302028
FDB16,OUT027,2800.2352
FDE40,OUT049,1046.347994
NCM17,OUT035,868.7271454
FDU56,OUT035,3154.738602
FDS32,OUT019,394.3665337
FDX02,OUT049,3562.079908
FDT39,OUT027,3838.581518
FDE35,OUT017,1117.571613
NCI42,OUT019,1396.142991
DRL23,OUT046,1739.564973
FDA10,OUT046,1966.576689
FDA11,OUT013,1585.38459
NCM06,OUT046,2635.291396
NCT05,OUT035,4191.16576
NCQ02,OUT010,1051.720902
NCY06,OUT049,2142.95172
FDY56,OUT035,3759.267171
FDL02,OUT035,1870.973299
NCI06,OUT035,2935.673846
FDQ14,OUT045,2281.217769
FDQ12,OUT017,3711.400451
FDP36,OUT046,889.2938555
FDK21,OUT027,5426.30317
FDO40,OUT045,2292.772479
NCK54,OUT019,159.4868706
FDY09,OUT018,2566.083728
NCW30,OUT049,4173.141049
NCC55,OUT027,2064.605961
FDE58,OUT018,1640.032297
FDR39,OUT013,2887.468831
FDU28,OUT049,3024.696012
FDH08,OUT017,3714.525551
FDG35,OUT045,2857.873588
FDG22,OUT049,760.4254382
FDC34,OUT035,2638.587825
FDP15,OUT018,3694.395295
FDK34,OUT010,1878.373374
FDU45,OUT035,2072.557667
FDQ04,OUT027,2058.361084
FDX22,OUT018,3093.433432
FDB45,OUT017,1813.016004
NCH43,OUT027,4846.028292
DRE60,OUT046,3561.865184
FDD17,OUT027,5139.125896
NCM54,OUT017,2106.842398
NCH55,OUT013,2042.524984
NCT06,OUT017,2696.167147
FDA48,OUT027,4938.987755
FDY58,OUT027,5064.122775
FDO25,OUT045,3260.701592
FDN50,OUT045,1558.298686
FDH35,OUT035,2835.332686
FDK09,OUT045,3538.329339
FDO16,OUT013,1325.316278
FDW11,OUT045,1058.46354
FDU47,OUT027,3782.802452
NCQ42,OUT010,148.1602737
FDK55,OUT027,2881.346546
FDN08,OUT049,1994.155756
FDT57,OUT045,3732.284081
FDJ12,OUT018,3068.54972
DRL59,OUT017,962.5140257
NCN53,OUT046,621.7409918
FDO51,OUT010,1161.933253
FDK56,OUT017,3051.932131
FDY12,OUT035,1052.17739
FDU15,OUT035,805.3620136
FDQ19,OUT046,3920.518371
DRF15,OUT045,2368.290515
DRE25,OUT019,401.6118637
FDK57,OUT018,1644.327876
FDD33,OUT010,1721.484377
FDR34,OUT027,5110.213839
FDU04,OUT045,1885.050316
FDE35,OUT019,835.6988679
NCD31,OUT035,2741.722956
FDJ56,OUT035,1712.709974
NCU53,OUT046,2610.94149
FDD39,OUT035,3483.599725
NCU17,OUT019,322.1456494
FDJ20,OUT046,2052.486181
NCW41,OUT018,2229.587361
FDL52,OUT035,808.9609832
FDS39,OUT035,2386.649101
DRJ47,OUT045,2707.377415
FDP13,OUT010,1247.130587
DRK39,OUT010,660.7280112
FDF28,OUT010,115.4886995
FDB09,OUT045,2006.63166
FDM51,OUT046,1652.737875
DRM49,OUT018,536.083825
DRF23,OUT013,2734.454053
DRH01,OUT035,2935.899822
FDH12,OUT027,3191.435371
FDA28,OUT019,59.13851212
FDW37,OUT018,1189.134821
FDF02,OUT046,1695.358054
DRL37,OUT046,832.6929343
NCF43,OUT046,2444.494339
FDH08,OUT010,1735.512365
FDR34,OUT019,1748.111222
NCK19,OUT049,3122.692997
NCD55,OUT018,466.3753553
FDT27,OUT049,3751.550663
FDQ57,OUT045,2320.315735
FDA47,OUT035,2761.03484
DRG15,OUT027,2427.970566
FDE05,OUT018,2054.560126
FDN46,OUT046,1586.339178
FDX27,OUT027,2894.561138
FDT51,OUT045,1754.174905
FDU33,OUT013,770.2446706
FDJ16,OUT027,2376.291849
FDD20,OUT019,88.45261639
FDT36,OUT049,679.6235364
DRF15,OUT027,3824.369831
FDN52,OUT010,555.1776143
FDC22,OUT027,4476.491265
FDX15,OUT045,2434.595159
FDT13,OUT013,2998.736288
FDU04,OUT017,2003.691055
FDU31,OUT019,1559.339192
FDW59,OUT027,2907.807105
NCO29,OUT046,2631.716082
FDL15,OUT035,2559.053514
FDI41,OUT049,2398.747071
FDQ48,OUT049,1770.829423
DRI39,OUT013,861.1524948
FDI08,OUT013,4012.827267
FDC21,OUT049,1928.83655
FDF58,OUT035,1230.876694
FDS08,OUT010,928.4030537
FDE47,OUT045,1998.634953
NCP18,OUT019,491.3887019
NCR41,OUT013,1582.949816
FDA27,OUT013,3990.653659
FDA43,OUT035,3433.077023
FDA49,OUT045,1386.460191
NCE55,OUT018,2559.258321
DRM49,OUT027,2272.91771
FDF22,OUT027,4839.538263
FDQ15,OUT018,1011.643863
NCS54,OUT017,2856.194638
NCY05,OUT013,620.1368063
FDR45,OUT046,3818.559679
FDK57,OUT049,2028.755041
FDF41,OUT010,1887.867811
FDV21,OUT046,2078.105414
FDD51,OUT046,707.6206408
FDF33,OUT046,2092.763203
FDA38,OUT046,3724.004025
FDR56,OUT045,3097.498435
NCN41,OUT017,2012.19249
FDC60,OUT027,2910.599745
FDB47,OUT045,3240.439416
DRH01,OUT013,2828.586897
FDW08,OUT046,1707.610165
FDF38,OUT027,2184.441618
FDY32,OUT017,2657.414061
FDG34,OUT049,1899.50098
FDG47,OUT019,2207.325167
NCF18,OUT035,3131.014973
FDL39,OUT019,893.5165963
NCH55,OUT035,2169.883722
DRJ35,OUT049,1103.18434
FDS44,OUT035,3928.696333
DRE01,OUT018,3493.201236
FDY39,OUT013,2914.786409
FDY32,OUT018,2295.160493
FDR33,OUT027,3266.403594
NCP50,OUT049,1439.940638
FDZ47,OUT018,1385.339519
FDU57,OUT049,2528.712316
FDY44,OUT013,3157.90987
DRH59,OUT018,924.555213
FDB03,OUT027,5147.767399
FDY46,OUT045,2939.274725
FDM39,OUT045,2670.833488
FDY36,OUT035,1437.348642
NCM55,OUT035,3076.703501
FDJ50,OUT010,991.7520177
DRL60,OUT013,2473.017787
NCJ54,OUT049,3716.975091
FDX59,OUT017,714.1869862
FDI07,OUT013,3172.407779
DRF51,OUT010,1373.524477
FDM14,OUT017,1880.538472
FDP21,OUT045,2982.192616
FDE40,OUT035,1156.04558
FDE05,OUT035,2497.734381
FDM13,OUT027,3561.085127
FDC34,OUT027,3927.679476
NCI55,OUT018,1713.082947
NCE43,OUT018,2369.964662
FDW58,OUT018,1506.618265
FDG60,OUT045,3686.326098
FDV31,OUT017,2877.779065
FDR47,OUT013,3286.978878
FDM60,OUT019,1172.766916
NCF06,OUT018,3784.021697
NCN26,OUT027,3339.131324
FDQ59,OUT049,1545.438235
FDF09,OUT046,713.8897131
NCS06,OUT017,4238.338026
FDT44,OUT046,1935.729067
FDI19,OUT017,3890.526291
FDT22,OUT017,1062.067175
NCF54,OUT027,4144.373661
DRG25,OUT045,2971.93496
FDB59,OUT017,3235.400709
FDQ37,OUT017,3139.204857
FDP56,OUT035,1005.616657
FDW44,OUT035,2949.853539
FDJ26,OUT010,1495.871849
FDU43,OUT018,3538.263535
FDW33,OUT045,1640.479609
NCX53,OUT027,3727.506439
FDN56,OUT010,426.917079
DRF15,OUT049,2467.331881
FDO33,OUT017,1918.534367
FDZ39,OUT010,204.1169392
NCJ19,OUT017,991.1571562
FDU01,OUT035,3156.27235
FDT12,OUT035,3738.652087
NCM18,OUT018,735.0287651
FDP19,OUT017,2115.892735
NCR42,OUT049,658.3192536
FDN10,OUT046,1946.944679
FDG44,OUT017,1002.199
FDQ10,OUT046,2770.253088
DRH13,OUT049,1855.52457
FDT52,OUT013,3849.785485
FDM56,OUT045,1774.289784
NCO43,OUT010,270.9827417
NCV29,OUT035,2965.488171
NCF06,OUT013,4082.862171
FDO50,OUT035,1647.077016
FDT59,OUT013,3681.07602
FDX40,OUT027,2216.39753
FDE50,OUT017,3095.622102
FDX51,OUT017,3198.633433
NCD30,OUT018,1333.640241
FDK15,OUT013,1575.87694
FDL12,OUT045,1008.222856
FDK46,OUT017,4164.596533
DRH49,OUT010,505.4314139
FDQ57,OUT046,2386.020124
FDY59,OUT017,1630.533948
FDO09,OUT018,3851.139805
NCG30,OUT035,2144.563034
FDM09,OUT017,2780.011757
NCN17,OUT027,3058.382319
NCS42,OUT013,1438.701415
FDD02,OUT019,43.04841527
FDE34,OUT013,2876.362836
FDU38,OUT045,2928.36212
FDB33,OUT046,2589.843227
NCJ29,OUT017,1475.844652
FDZ27,OUT035,928.4124142
FDI40,OUT013,1576.031352
FDG22,OUT013,721.1508918
FDT51,OUT017,1878.968023
FDF20,OUT018,2914.666483
FDV50,OUT035,2025.444543
FDT02,OUT049,675.5117221
DRC49,OUT017,2430.784429
FDF26,OUT049,2542.450414
FDV52,OUT035,2090.092412
FDX59,OUT049,742.4276323
FDV25,OUT035,3663.11585
FDW23,OUT027,2137.462484
FDE53,OUT018,1444.859097
FDA19,OUT017,2187.958327
FDH22,OUT046,2011.712108
NCO41,OUT013,1583.111604
FDX12,OUT017,3952.153744
FDF17,OUT013,3076.747508
FDS11,OUT045,3520.26203
FDR51,OUT035,2480.085407
FDT49,OUT010,274.8434233
FDC56,OUT013,1931.486893
FDR13,OUT027,3374.622023
FDQ60,OUT035,2112.163352
FDN38,OUT049,4010.368173
NCL29,OUT013,2458.091937
FDO13,OUT027,4042.579979
FDE26,OUT018,2018.775645
FDA31,OUT010,806.327526
FDX14,OUT035,1325.627219
FDA34,OUT045,2792.323485
FDF26,OUT013,2480.075005
FDE38,OUT045,2612.09956
DRI11,OUT046,1837.956978
FDQ60,OUT027,3383.808605
FDL21,OUT027,2198.581113
DRC12,OUT027,4550.074482
FDC47,OUT046,3600.427398
FDE57,OUT045,2232.339036
FDT14,OUT045,1821.222397
NCZ53,OUT046,3010.541324
FDE28,OUT018,3306.537939
FDR19,OUT035,2468.454425
